unique_id,level,role,horizon_index,target_col,method,MAE,MASE,RMSSE,approach
GC/2039,2,middle,0,y,mint_ols,0.19475912134990453,1.300776462222699,1.0262395944501979,localised
GC/2039,2,middle,0,y,wls_structure,0.19242991188477207,1.2852199079168942,1.020185074885376,localised
GC/2039,2,middle,0,y,naive,0.1872134703196347,1.25037982259786,1.08971832571083,localised
GC/2041,2,middle,0,y,base,0.2170690496636206,1.2769423740924735,1.1998056252293101,localised
GC/2041,2,middle,0,y,bu,0.22832775156719778,1.3431734354079032,1.263631745080404,localised
GC/2041,2,middle,0,y,mint_shrinkage,0.21336705877071807,1.2551648381103648,1.181451605163733,localised
GC/2041,2,middle,0,y,mint_var,0.2099045857626576,1.234796303259379,1.1729060909465623,localised
GC/2041,2,middle,0,y,mint_ols,0.20912921208635185,1.230235047269338,1.1507137147174742,localised
GC/2041,2,middle,0,y,wls_structure,0.20837926732080725,1.225823380793455,1.1623859360975919,localised
GC/2041,2,middle,0,y,naive,0.22099514840182646,1.3000382592564572,1.2614909263714433,localised
GC/2044,2,middle,0,y,base,0.2570236951576452,1.134205481211316,1.0580895188181039,localised
GC/2044,2,middle,0,y,bu,0.2255366958740176,0.9952582640978009,0.9039661924713547,localised
GC/2044,2,middle,0,y,mint_shrinkage,0.22956305270170152,1.013025948826132,0.9273774822776217,localised
GC/2044,2,middle,0,y,mint_var,0.22759534231042478,1.0043427497543356,0.9209049466591037,localised
GC/2044,2,middle,0,y,mint_ols,0.23871747304823185,1.0534229780882733,0.9701996188838461,localised
GC/2044,2,middle,0,y,wls_structure,0.22596455534359058,0.9971463412078907,0.9128942630710942,localised
GC/2044,2,middle,0,y,naive,0.24977397260273973,1.1022135862461777,1.0703060397889674,localised
GC/2046,2,middle,0,y,base,0.12789956841892489,0.9887963184759577,0.9162101387482635,localised
GC/2046,2,middle,0,y,bu,0.12604621078621717,0.9744679417136672,0.8904826083070488,localised
GC/2046,2,middle,0,y,mint_shrinkage,0.12538238225707227,0.9693358586751395,0.887325641281385,localised
GC/2046,2,middle,0,y,mint_var,0.12275568628140543,0.9490287744323855,0.8774806522346471,localised
GC/2046,2,middle,0,y,mint_ols,0.12972862329488766,1.0029368097223292,0.8994413718772819,localised
GC/2046,2,middle,0,y,wls_structure,0.12297059859044446,0.950690269483541,0.8769175510517014,localised
GC/2046,2,middle,0,y,naive,0.12868236301369865,0.9948481325907632,0.9747760628859018,localised
GC/2047,2,middle,0,y,base,0.04826954053100794,0.7586904422706762,0.517531416556402,localised
GC/2047,2,middle,0,y,bu,0.0517758673762639,0.8138021469960172,0.5372731470972716,localised
GC/2047,2,middle,0,y,mint_shrinkage,0.04802134551333168,0.7547893654081522,0.5147325490732381,localised
GC/2047,2,middle,0,y,mint_var,0.04850124385823018,0.7623323062261225,0.516255004767803,localised
GC/2047,2,middle,0,y,mint_ols,0.05773389347643856,0.9074491427468457,0.5651280307268405,localised
GC/2047,2,middle,0,y,wls_structure,0.04886105962699458,0.7679878144770133,0.5154588511139042,localised
GC/2047,2,middle,0,y,naive,0.05140867579908676,0.8080307073464595,0.6208124011805616,localised
GC/2048,2,middle,0,y,base,0.12019627648911792,0.92573951278669,0.9274504919010035,localised
GC/2048,2,middle,0,y,bu,0.12566427790098844,0.9678535042579668,0.8893692626188621,localised
GC/2048,2,middle,0,y,mint_shrinkage,0.11757106365030719,0.9055203901537019,0.8559727248319722,localised
GC/2048,2,middle,0,y,mint_var,0.11625300254221373,0.895368817378983,0.8554296628449417,localised
GC/2048,2,middle,0,y,mint_ols,0.12447236019520842,0.9586734751550643,0.912148828676443,localised
GC/2048,2,middle,0,y,wls_structure,0.11654437971912926,0.8976129747994449,0.8575114334461821,localised
GC/2048,2,middle,0,y,naive,0.1455445205479452,1.1209691138229698,1.102535255500969,localised
GC/2066,2,middle,0,y,base,0.41411214445211575,1.0687897551116585,0.9488492885962504,localised
GC/2066,2,middle,0,y,bu,0.42267810976699205,1.0908978147129877,0.9849614031735064,localised
GC/2066,2,middle,0,y,mint_shrinkage,0.39768369019144867,1.0263892511869257,0.9164858462759877,localised
GC/2066,2,middle,0,y,mint_var,0.39348561913867447,1.015554371329992,0.9100826717785047,localised
GC/2066,2,middle,0,y,mint_ols,0.39586805522741075,1.0217032450540855,0.90830090897416,localised
GC/2066,2,middle,0,y,wls_structure,0.3928251672857037,1.013849798827938,0.9076930483117147,localised
GC/2066,2,middle,0,y,naive,0.4181364155251141,1.079176071360131,1.0315832040634967,localised
GC/2074,2,middle,0,y,base,0.6795894037720547,1.2647176974044947,1.1066905012887842,localised
GC/2074,2,middle,0,y,bu,0.7584589538436776,1.4114941409574144,1.307691497324798,localised
GC/2074,2,middle,0,y,mint_shrinkage,0.719954583266983,1.3398374043669476,1.2311481705723386,localised
GC/2074,2,middle,0,y,mint_var,0.6761465333467414,1.2583105063379536,1.1370189060839433,localised
GC/2074,2,middle,0,y,mint_ols,0.6566122675863765,1.2219571855301108,1.0754364314121114,localised
GC/2074,2,middle,0,y,wls_structure,0.6633238765088235,1.2344475076792827,1.1053837588463975,localised
GC/2074,2,middle,0,y,naive,0.6993781392694064,1.3015445870732332,1.204199596079323,localised
GC/2076,2,middle,0,y,base,0.5402386170799873,1.026840670844903,0.967024557936268,localised
GC/2076,2,middle,0,y,bu,0.5528632198152,1.0508364666505494,0.9957456159946543,localised
GC/2076,2,middle,0,y,mint_shrinkage,0.5256700923227967,0.9991500295950211,0.9393930528839957,localised
GC/2076,2,middle,0,y,mint_var,0.5161581632215149,0.9810705451772249,0.9268143448823976,localised
GC/2076,2,middle,0,y,mint_ols,0.5275868241143419,1.0027931941086912,0.9434731243216625,localised
